,Day,10 %,25 %,50 %,75 %,90 %
32,32,1174288.0,1266292.0,1273702.0,1275116.0,1275116.0
33,33,1170712.0,1265640.0,1273630.0,1275116.0,1275116.0
34,34,1168692.0,1265396.0,1273596.0,1275116.0,1275116.0
35,35,1152134.0,1262358.0,1273444.0,1275116.0,1275116.0
36,36,1146976.0,1261362.0,1273370.0,1275116.0,1275116.0
37,37,1142836.0,1260890.0,1273174.0,1275116.0,1275116.0
38,38,1137916.0,1260456.0,1273110.0,1275116.0,1275116.0
39,39,1134082.0,1260018.0,1273056.0,1275116.0,1275116.0
40,40,1128228.0,1259196.0,1272772.0,1275116.0,1275116.0
41,41,1122900.0,1258710.0,1272550.0,1275116.0,1275116.0
42,42,1118148.0,1258404.0,1272524.0,1275116.0,1275116.0
43,43,1112460.0,1257498.0,1272082.0,1275116.0,1275116.0
44,44,1107468.0,1256888.0,1271944.0,1275116.0,1275116.0
45,45,1102368.0,1256094.0,1271848.0,1275116.0,1275116.0
46,46,1069734.0,1249952.0,1271740.0,1275116.0,1275116.0
47,47,1058408.0,1248922.0,1271568.0,1275116.0,1275116.0
48,48,1055010.0,1248656.0,1271520.0,1275116.0,1275116.0
49,49,1051986.0,1248396.0,1271474.0,1275116.0,1275116.0
50,50,1048390.0,1248014.0,1271384.0,1275116.0,1275116.0
51,51,1044686.0,1247654.0,1271338.0,1275116.0,1275116.0
52,52,1041358.0,1247320.0,1271282.0,1275116.0,1275116.0
53,53,1037842.0,1247038.0,1271236.0,1275116.0,1275116.0
54,54,1033194.0,1246432.0,1271148.0,1275116.0,1275116.0
55,55,1029522.0,1246142.0,1271112.0,1275116.0,1275116.0
56,56,1024060.0,1245906.0,1271066.0,1275116.0,1275116.0
57,57,1019496.0,1245540.0,1271012.0,1275116.0,1275116.0
58,58,1015156.0,1245140.0,1270952.0,1275116.0,1275116.0
59,59,1010896.0,1244742.0,1270882.0,1275116.0,1275116.0
60,60,1006536.0,1244350.0,1270838.0,1275116.0,1275116.0
61,61,999256.0,1243724.0,1270794.0,1275116.0,1275116.0
62,62,971368.0,1242196.0,1270752.0,1275116.0,1275116.0
63,63,970094.0,1242128.0,1270744.0,1275116.0,1275116.0
64,64,962144.0,1239302.0,1270668.0,1275116.0,1275116.0
65,65,960058.0,1239108.0,1270622.0,1275116.0,1275116.0
66,66,955336.0,1238646.0,1270438.0,1275116.0,1275116.0
67,67,951606.0,1238348.0,1270356.0,1275116.0,1275116.0
68,68,946318.0,1237826.0,1270128.0,1275116.0,1275116.0
69,69,942514.0,1237604.0,1270090.0,1275116.0,1275116.0
70,70,931712.0,1237398.0,1270044.0,1275116.0,1275116.0
71,71,926932.0,1236796.0,1269704.0,1275116.0,1275116.0
72,72,922342.0,1236102.0,1269436.0,1275116.0,1275116.0
73,73,918974.0,1235900.0,1269394.0,1275116.0,1275116.0
74,74,914372.0,1235084.0,1268870.0,1275116.0,1275116.0
75,75,910804.0,1234806.0,1268744.0,1275116.0,1275116.0
76,76,908030.0,1234574.0,1268696.0,1275116.0,1275116.0
77,77,905226.0,1234386.0,1268634.0,1275116.0,1275116.0
78,78,901436.0,1234070.0,1268498.0,1275116.0,1275116.0
79,79,898438.0,1233842.0,1268444.0,1275116.0,1275116.0
80,80,895716.0,1233658.0,1268388.0,1275116.0,1275116.0
81,81,892742.0,1233460.0,1268322.0,1275116.0,1275116.0
82,82,889390.0,1233266.0,1268276.0,1275116.0,1275116.0
83,83,886892.0,1233144.0,1268248.0,1275116.0,1275116.0
84,84,884212.0,1232986.0,1268222.0,1275116.0,1275116.0
85,85,881028.0,1232812.0,1268156.0,1275116.0,1275116.0
86,86,877924.0,1232634.0,1268122.0,1275116.0,1275116.0
87,87,874606.0,1232470.0,1268078.0,1275116.0,1275116.0
88,88,870970.0,1232300.0,1268036.0,1275116.0,1275116.0
89,89,867594.0,1232112.0,1267988.0,1275116.0,1275116.0
90,90,864652.0,1231938.0,1267956.0,1275116.0,1275116.0
91,91,861542.0,1231798.0,1267934.0,1275116.0,1275116.0
92,92,857072.0,1231624.0,1267912.0,1275116.0,1275116.0
93,93,846124.0,1231356.0,1267868.0,1275116.0,1275116.0
94,94,845558.0,1231316.0,1267862.0,1275116.0,1275116.0
95,95,844454.0,1231158.0,1267810.0,1275116.0,1275116.0
96,96,842476.0,1230966.0,1267762.0,1275116.0,1275116.0
97,97,839536.0,1230726.0,1267654.0,1275116.0,1275116.0
98,98,836892.0,1230580.0,1267594.0,1275116.0,1275116.0
99,99,834048.0,1230312.0,1267440.0,1275116.0,1275116.0
100,100,829616.0,1230174.0,1267408.0,1275116.0,1275116.0
101,101,826640.0,1230016.0,1267374.0,1275116.0,1275116.0
102,102,822636.0,1229638.0,1267182.0,1275116.0,1275116.0
103,103,818998.0,1229302.0,1266994.0,1275116.0,1275116.0
104,104,816302.0,1229184.0,1266976.0,1275116.0,1275116.0
105,105,812582.0,1228650.0,1266688.0,1275116.0,1275116.0
106,106,809380.0,1228440.0,1266600.0,1275116.0,1275116.0
107,107,806386.0,1228254.0,1266574.0,1275116.0,1275116.0
108,108,803334.0,1228048.0,1266546.0,1275116.0,1275116.0
109,109,799590.0,1227788.0,1266458.0,1275116.0,1275116.0
110,110,795868.0,1227590.0,1266422.0,1275116.0,1275116.0
111,111,793512.0,1227484.0,1266404.0,1275116.0,1275116.0
112,112,791180.0,1227376.0,1266384.0,1275116.0,1275116.0
113,113,788594.0,1227268.0,1266360.0,1275116.0,1275116.0
114,114,786132.0,1227180.0,1266348.0,1275116.0,1275116.0
115,115,783794.0,1227084.0,1266336.0,1275116.0,1275116.0
116,116,780996.0,1226920.0,1266300.0,1275116.0,1275116.0
117,117,778182.0,1226800.0,1266280.0,1275116.0,1275116.0
118,118,775776.0,1226726.0,1266276.0,1275116.0,1275116.0
119,119,773056.0,1226602.0,1266254.0,1275116.0,1275116.0
120,120,770228.0,1226442.0,1266234.0,1275116.0,1275116.0
121,121,767546.0,1226322.0,1266218.0,1275116.0,1275116.0
122,122,765000.0,1226120.0,1266192.0,1275116.0,1275116.0
123,123,760984.0,1225970.0,1266168.0,1275116.0,1275116.0
124,124,754102.0,1225720.0,1266154.0,1275116.0,1275116.0
125,125,752264.0,1225632.0,1266148.0,1275116.0,1275116.0
126,126,751108.0,1225548.0,1266146.0,1275116.0,1275116.0
127,127,748316.0,1225288.0,1266088.0,1275116.0,1275116.0
128,128,746020.0,1225148.0,1266070.0,1275116.0,1275116.0
129,129,743082.0,1224770.0,1266022.0,1275116.0,1275116.0
130,130,740082.0,1224602.0,1266010.0,1275116.0,1275116.0
131,131,737354.0,1224330.0,1265984.0,1275116.0,1275116.0
132,132,734176.0,1224044.0,1265936.0,1275116.0,1275116.0
133,133,731332.0,1223740.0,1265892.0,1275116.0,1275116.0
134,134,727942.0,1223594.0,1265888.0,1275116.0,1275116.0
135,135,724298.0,1223014.0,1265828.0,1275116.0,1275116.0
136,136,720912.0,1222640.0,1265778.0,1275116.0,1275116.0
137,137,718366.0,1222534.0,1265778.0,1275116.0,1275116.0
138,138,707830.0,1221888.0,1265714.0,1275116.0,1275116.0
139,139,698404.0,1221440.0,1265710.0,1275116.0,1275116.0
140,140,696288.0,1221374.0,1265710.0,1275116.0,1275116.0
141,141,694306.0,1221172.0,1265680.0,1275116.0,1275116.0
142,142,692284.0,1221066.0,1265674.0,1275116.0,1275116.0
143,143,690324.0,1220936.0,1265664.0,1275116.0,1275116.0
144,144,688578.0,1220826.0,1265650.0,1275116.0,1275116.0
145,145,686474.0,1220610.0,1265612.0,1275116.0,1275116.0
146,146,684586.0,1220530.0,1265610.0,1275116.0,1275116.0
147,147,682836.0,1220476.0,1265610.0,1275116.0,1275116.0
148,148,680486.0,1220350.0,1265592.0,1275116.0,1275116.0
149,149,677906.0,1220164.0,1265564.0,1275116.0,1275116.0
150,150,675452.0,1219982.0,1265534.0,1275116.0,1275116.0
151,151,673140.0,1219824.0,1265530.0,1275116.0,1275116.0
152,152,670788.0,1219710.0,1265530.0,1275116.0,1275116.0
153,153,665364.0,1219506.0,1265530.0,1275116.0,1275116.0
154,154,655966.0,1219058.0,1265530.0,1275116.0,1275116.0
155,155,655566.0,1219016.0,1265520.0,1275116.0,1275116.0
156,156,655092.0,1218946.0,1265510.0,1275116.0,1275116.0
157,157,653468.0,1218498.0,1265444.0,1275116.0,1275116.0
158,158,651406.0,1218320.0,1265424.0,1275116.0,1275116.0
159,159,648770.0,1217796.0,1265346.0,1275116.0,1275116.0
160,160,646478.0,1217692.0,1265342.0,1275116.0,1275116.0
161,161,644404.0,1217620.0,1265342.0,1275116.0,1275116.0
162,162,641716.0,1217000.0,1265210.0,1275116.0,1275116.0
163,163,638222.0,1216154.0,1265094.0,1275116.0,1275116.0
164,164,636686.0,1216110.0,1265094.0,1275116.0,1275116.0
165,165,632900.0,1214904.0,1264808.0,1275116.0,1275116.0
166,166,631002.0,1214714.0,1264786.0,1275116.0,1275116.0
167,167,629354.0,1214662.0,1264786.0,1275116.0,1275116.0
168,168,627742.0,1214586.0,1264786.0,1275116.0,1275116.0
169,169,626234.0,1214544.0,1264786.0,1275116.0,1275116.0
170,170,624358.0,1214488.0,1264786.0,1275116.0,1275116.0
171,171,622724.0,1214436.0,1264786.0,1275116.0,1275116.0
172,172,621656.0,1214394.0,1264786.0,1275116.0,1275116.0
173,173,620466.0,1214342.0,1264786.0,1275116.0,1275116.0
174,174,619160.0,1214268.0,1264786.0,1275116.0,1275116.0
175,175,618124.0,1214230.0,1264786.0,1275116.0,1275116.0
176,176,617042.0,1214174.0,1264786.0,1275116.0,1275116.0
177,177,615752.0,1214132.0,1264786.0,1275116.0,1275116.0
178,178,614452.0,1214070.0,1264786.0,1275116.0,1275116.0
179,179,613242.0,1214010.0,1264786.0,1275116.0,1275116.0
180,180,611844.0,1213942.0,1264786.0,1275116.0,1275116.0
181,181,610690.0,1213886.0,1264786.0,1275116.0,1275116.0
182,182,609492.0,1213840.0,1264786.0,1275116.0,1275116.0
183,183,606804.0,1213750.0,1264786.0,1275116.0,1275116.0
184,184,604722.0,1213690.0,1264786.0,1275116.0,1275116.0
185,185,600522.0,1213604.0,1264786.0,1275116.0,1275116.0
186,186,599904.0,1213542.0,1264786.0,1275116.0,1275116.0
187,187,599200.0,1213478.0,1264786.0,1275116.0,1275116.0
188,188,597974.0,1213420.0,1264786.0,1275116.0,1275116.0
189,189,596866.0,1213370.0,1264786.0,1275116.0,1275116.0
190,190,595758.0,1213324.0,1264786.0,1275116.0,1275116.0
191,191,594310.0,1213272.0,1264786.0,1275116.0,1275116.0
192,192,593206.0,1213204.0,1264786.0,1275116.0,1275116.0
193,193,592100.0,1213154.0,1264786.0,1275116.0,1275116.0
194,194,590898.0,1213108.0,1264786.0,1275116.0,1275116.0
195,195,589778.0,1213058.0,1264786.0,1275116.0,1275116.0
196,196,589130.0,1213008.0,1264786.0,1275116.0,1275116.0
197,197,587794.0,1212966.0,1264786.0,1275116.0,1275116.0
198,198,586374.0,1212920.0,1264786.0,1275116.0,1275116.0
199,199,585118.0,1212866.0,1264786.0,1275116.0,1275116.0
200,200,583684.0,1212816.0,1264786.0,1275116.0,1275116.0
201,201,582322.0,1212780.0,1264786.0,1275116.0,1275116.0
202,202,581218.0,1212772.0,1264786.0,1275116.0,1275116.0
203,203,580332.0,1212758.0,1264786.0,1275116.0,1275116.0
204,204,579368.0,1212748.0,1264786.0,1275116.0,1275116.0
205,205,578394.0,1212742.0,1264786.0,1275116.0,1275116.0
206,206,577284.0,1212730.0,1264786.0,1275116.0,1275116.0
207,207,576390.0,1212720.0,1264786.0,1275116.0,1275116.0
208,208,575264.0,1212704.0,1264786.0,1275116.0,1275116.0
209,209,574142.0,1212692.0,1264786.0,1275116.0,1275116.0
210,210,573034.0,1212684.0,1264786.0,1275116.0,1275116.0
211,211,571864.0,1212680.0,1264786.0,1275116.0,1275116.0
212,212,570648.0,1212672.0,1264786.0,1275116.0,1275116.0
213,213,569682.0,1212662.0,1264786.0,1275116.0,1275116.0
214,214,567426.0,1212624.0,1264786.0,1275116.0,1275116.0
215,215,565582.0,1212600.0,1264786.0,1275116.0,1275116.0
216,216,565200.0,1212588.0,1264786.0,1275116.0,1275116.0
217,217,563628.0,1212586.0,1264786.0,1275116.0,1275116.0
218,218,562820.0,1212576.0,1264786.0,1275116.0,1275116.0
219,219,561724.0,1212558.0,1264786.0,1275116.0,1275116.0
220,220,560772.0,1212550.0,1264786.0,1275116.0,1275116.0
221,221,559756.0,1212532.0,1264786.0,1275116.0,1275116.0
222,222,558228.0,1212512.0,1264786.0,1275116.0,1275116.0
223,223,557188.0,1212502.0,1264786.0,1275116.0,1275116.0
224,224,555676.0,1212456.0,1264786.0,1275116.0,1275116.0
225,225,554340.0,1212436.0,1264786.0,1275116.0,1275116.0
226,226,552404.0,1212412.0,1264786.0,1275116.0,1275116.0
227,227,551216.0,1212392.0,1264786.0,1275116.0,1275116.0
228,228,549742.0,1212364.0,1264786.0,1275116.0,1275116.0
229,229,548014.0,1212306.0,1264786.0,1275116.0,1275116.0
230,230,532712.0,1212258.0,1264786.0,1275116.0,1275116.0
231,231,526002.0,1212240.0,1264786.0,1275116.0,1275116.0
232,232,524958.0,1212234.0,1264786.0,1275116.0,1275116.0
233,233,524130.0,1212216.0,1264786.0,1275116.0,1275116.0
234,234,523268.0,1212198.0,1264786.0,1275116.0,1275116.0
235,235,522416.0,1212186.0,1264786.0,1275116.0,1275116.0
236,236,521472.0,1212170.0,1264786.0,1275116.0,1275116.0
237,237,520464.0,1212154.0,1264786.0,1275116.0,1275116.0
238,238,519388.0,1212144.0,1264786.0,1275116.0,1275116.0
239,239,518308.0,1212134.0,1264786.0,1275116.0,1275116.0
240,240,516908.0,1212124.0,1264786.0,1275116.0,1275116.0
241,241,515658.0,1212110.0,1264786.0,1275116.0,1275116.0
242,242,514164.0,1212094.0,1264786.0,1275116.0,1275116.0
243,243,512664.0,1212078.0,1264786.0,1275116.0,1275116.0
244,244,510606.0,1212072.0,1264786.0,1275116.0,1275116.0
245,245,505732.0,1212032.0,1264786.0,1275116.0,1275116.0
246,246,492184.0,1211940.0,1264786.0,1275116.0,1275116.0
247,247,491946.0,1211934.0,1264786.0,1275116.0,1275116.0
248,248,490986.0,1211924.0,1264786.0,1275116.0,1275116.0
249,249,490008.0,1211910.0,1264786.0,1275116.0,1275116.0
250,250,488508.0,1211894.0,1264786.0,1275116.0,1275116.0
251,251,487568.0,1211888.0,1264786.0,1275116.0,1275116.0
252,252,486972.0,1211880.0,1264786.0,1275116.0,1275116.0
253,253,486310.0,1211872.0,1264786.0,1275116.0,1275116.0
254,254,485538.0,1211854.0,1264786.0,1275116.0,1275116.0
255,255,484790.0,1211836.0,1264786.0,1275116.0,1275116.0
256,256,484076.0,1211830.0,1264786.0,1275116.0,1275116.0
257,257,483402.0,1211812.0,1264786.0,1275116.0,1275116.0
258,258,482800.0,1211810.0,1264786.0,1275116.0,1275116.0
259,259,482256.0,1211808.0,1264786.0,1275116.0,1275116.0
260,260,481526.0,1211794.0,1264786.0,1275116.0,1275116.0
261,261,480892.0,1211778.0,1264786.0,1275116.0,1275116.0
262,262,480254.0,1211766.0,1264786.0,1275116.0,1275116.0
263,263,479712.0,1211758.0,1264786.0,1275116.0,1275116.0
264,264,478860.0,1211632.0,1264786.0,1275116.0,1275116.0
265,265,478250.0,1211532.0,1264786.0,1275116.0,1275116.0
266,266,477502.0,1211412.0,1264786.0,1275116.0,1275116.0
267,267,476750.0,1211290.0,1264786.0,1275116.0,1275116.0
268,268,475922.0,1211194.0,1264786.0,1275116.0,1275116.0
269,269,475120.0,1211134.0,1264786.0,1275116.0,1275116.0
270,270,474340.0,1211046.0,1264786.0,1275116.0,1275116.0
271,271,473368.0,1210936.0,1264786.0,1275116.0,1275116.0
272,272,472522.0,1210822.0,1264786.0,1275116.0,1275116.0
273,273,471886.0,1210772.0,1264786.0,1275116.0,1275116.0
274,274,471068.0,1210706.0,1264786.0,1275116.0,1275116.0
275,275,468444.0,1210414.0,1264786.0,1275116.0,1275116.0
276,276,467678.0,1210402.0,1264786.0,1275116.0,1275116.0
277,277,466962.0,1210394.0,1264786.0,1275116.0,1275116.0
278,278,466372.0,1210382.0,1264786.0,1275116.0,1275116.0
279,279,465678.0,1210316.0,1264786.0,1275116.0,1275116.0
280,280,465076.0,1210250.0,1264786.0,1275116.0,1275116.0
281,281,464410.0,1210190.0,1264786.0,1275116.0,1275116.0
282,282,463648.0,1210088.0,1264786.0,1275116.0,1275116.0
283,283,462976.0,1210016.0,1264786.0,1275116.0,1275116.0
284,284,462266.0,1209936.0,1264786.0,1275116.0,1275116.0
285,285,461462.0,1209856.0,1264786.0,1275116.0,1275116.0
286,286,460760.0,1209794.0,1264786.0,1275116.0,1275116.0
287,287,460038.0,1209742.0,1264786.0,1275116.0,1275116.0
288,288,459268.0,1209686.0,1264786.0,1275116.0,1275116.0
289,289,458478.0,1209614.0,1264786.0,1275116.0,1275116.0
290,290,457696.0,1209540.0,1264786.0,1275116.0,1275116.0
291,291,456786.0,1209408.0,1264786.0,1275116.0,1275116.0
292,292,455930.0,1209322.0,1264786.0,1275116.0,1275116.0
293,293,455124.0,1209278.0,1264786.0,1275116.0,1275116.0
294,294,454362.0,1209192.0,1264786.0,1275116.0,1275116.0
295,295,453502.0,1209076.0,1264786.0,1275116.0,1275116.0
296,296,452552.0,1208976.0,1264786.0,1275116.0,1275116.0
297,297,451524.0,1208854.0,1264786.0,1275116.0,1275116.0
298,298,450348.0,1208738.0,1264786.0,1275116.0,1275116.0
299,299,449240.0,1208642.0,1264786.0,1275116.0,1275116.0
300,300,448232.0,1208582.0,1264786.0,1275116.0,1275116.0
301,301,447298.0,1208496.0,1264786.0,1275116.0,1275116.0
302,302,446164.0,1208406.0,1264786.0,1275116.0,1275116.0
303,303,444980.0,1208288.0,1264786.0,1275116.0,1275116.0
304,304,443946.0,1208236.0,1264786.0,1275116.0,1275116.0
305,305,442032.0,1208176.0,1264786.0,1275116.0,1275116.0
306,306,437590.0,1207870.0,1264786.0,1275116.0,1275116.0
307,307,437472.0,1207870.0,1264786.0,1275116.0,1275116.0
308,308,436270.0,1207868.0,1264786.0,1275116.0,1275116.0
309,309,435588.0,1207860.0,1264786.0,1275116.0,1275116.0
310,310,434770.0,1207794.0,1264786.0,1275116.0,1275116.0
311,311,434150.0,1207730.0,1264786.0,1275116.0,1275116.0
312,312,433448.0,1207670.0,1264786.0,1275116.0,1275116.0
313,313,432430.0,1207574.0,1264786.0,1275116.0,1275116.0
314,314,431524.0,1207500.0,1264786.0,1275116.0,1275116.0
315,315,430254.0,1207360.0,1264786.0,1275116.0,1275116.0
316,316,429292.0,1207282.0,1264786.0,1275116.0,1275116.0
317,317,427712.0,1207226.0,1264786.0,1275116.0,1275116.0
318,318,426788.0,1207174.0,1264786.0,1275116.0,1275116.0
319,319,425596.0,1207118.0,1264786.0,1275116.0,1275116.0
320,320,424324.0,1207052.0,1264786.0,1275116.0,1275116.0
321,321,417862.0,1206994.0,1264786.0,1275116.0,1275116.0
322,322,411912.0,1206870.0,1264786.0,1275116.0,1275116.0
323,323,411018.0,1206786.0,1264786.0,1275116.0,1275116.0
324,324,410270.0,1206784.0,1264786.0,1275116.0,1275116.0
325,325,409398.0,1206782.0,1264786.0,1275116.0,1275116.0
326,326,408492.0,1206778.0,1264786.0,1275116.0,1275116.0
327,327,407520.0,1206774.0,1264786.0,1275116.0,1275116.0
328,328,406600.0,1206754.0,1264786.0,1275116.0,1275116.0
329,329,405620.0,1206752.0,1264786.0,1275116.0,1275116.0
330,330,404598.0,1206748.0,1264786.0,1275116.0,1275116.0
331,331,403342.0,1206744.0,1264786.0,1275116.0,1275116.0
332,332,402144.0,1206744.0,1264786.0,1275116.0,1275116.0
333,333,400648.0,1206744.0,1264786.0,1275116.0,1275116.0
334,334,399104.0,1206744.0,1264786.0,1275116.0,1275116.0
335,335,397410.0,1206738.0,1264786.0,1275116.0,1275116.0
336,336,392218.0,1206736.0,1264786.0,1275116.0,1275116.0
337,337,385796.0,1206728.0,1264786.0,1275116.0,1275116.0
338,338,385452.0,1206728.0,1264786.0,1275116.0,1275116.0
339,339,385084.0,1206724.0,1264786.0,1275116.0,1275116.0
340,340,384008.0,1206712.0,1264786.0,1275116.0,1275116.0
341,341,383152.0,1206706.0,1264786.0,1275116.0,1275116.0
342,342,381844.0,1206704.0,1264786.0,1275116.0,1275116.0
343,343,380998.0,1206702.0,1264786.0,1275116.0,1275116.0
344,344,380268.0,1206696.0,1264786.0,1275116.0,1275116.0
345,345,379552.0,1206696.0,1264786.0,1275116.0,1275116.0
346,346,378854.0,1206694.0,1264786.0,1275116.0,1275116.0
347,347,378036.0,1206690.0,1264786.0,1275116.0,1275116.0
348,348,377252.0,1206684.0,1264786.0,1275116.0,1275116.0
349,349,376626.0,1206682.0,1264786.0,1275116.0,1275116.0
350,350,375982.0,1206682.0,1264786.0,1275116.0,1275116.0
351,351,375356.0,1206680.0,1264786.0,1275116.0,1275116.0
352,352,374290.0,1206680.0,1264786.0,1275116.0,1275116.0
353,353,373564.0,1206680.0,1264786.0,1275116.0,1275116.0
354,354,372884.0,1206680.0,1264786.0,1275116.0,1275116.0
355,355,372026.0,1206674.0,1264786.0,1275116.0,1275116.0
356,356,371148.0,1206670.0,1264786.0,1275116.0,1275116.0
357,357,370482.0,1206670.0,1264786.0,1275116.0,1275116.0
358,358,369654.0,1206664.0,1264786.0,1275116.0,1275116.0
359,359,368626.0,1206664.0,1264786.0,1275116.0,1275116.0
360,360,367668.0,1206662.0,1264786.0,1275116.0,1275116.0
361,361,366808.0,1206660.0,1264786.0,1275116.0,1275116.0
362,362,365926.0,1206658.0,1264786.0,1275116.0,1275116.0
363,363,365148.0,1206658.0,1264786.0,1275116.0,1275116.0
364,364,364318.0,1206658.0,1264786.0,1275116.0,1275116.0
